iShares MSCI ACWI ex U.S. ETF
Fund Holdings as of,"Apr 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"104,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"002304","JIANGSU YANGHE BREWERY JOINT-STOCK","Consumer Staples","Equity","355,647.87","0.01","355,647.87","35,400.00","10.05","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"601888","CHINA TOURISM GROUP DUTY FREE CORP","Consumer Discretionary","Equity","355,210.02","0.01","355,210.02","39,298.00","9.04","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"YTLPOWR","YTL POWER INTERNATIONAL","Utilities","Equity","355,284.86","0.01","355,284.86","498,700.00","0.71","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"300124","SHENZHEN INOVANCE TECHNOLOGY LTD A","Industrials","Equity","354,238.77","0.01","354,238.77","41,200.00","8.60","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Industrials","Equity","353,643.51","0.01","353,643.51","31,720.00","11.15","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"INDF","INDOFOOD SUKSES MAKMUR","Consumer Staples","Equity","350,573.55","0.01","350,573.55","808,000.00","0.43","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Utilities","Equity","350,661.39","0.01","350,661.39","90,000.00","3.90","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"AMR","AMERICANA RESTAURANTS INTERNATIONA","Consumer Discretionary","Equity","349,836.66","0.01","349,836.66","592,159.00","0.59","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"SGD","SGD CASH","Cash and/or Derivatives","Cash","349,610.46","0.01","349,610.46","458,759.00","76.21","Singapore","-","USD","1.31","SGD","-"
"968","XINYI SOLAR HOLDINGS LTD","Information Technology","Equity","348,806.66","0.01","348,806.66","1,062,000.00","0.33","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"1519","J&T GLOBAL EXPRESS LTD","Industrials","Equity","349,033.86","0.01","349,033.86","493,600.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"MABANEE","MABANEE COMPANY","Real Estate","Equity","347,713.35","0.01","347,713.35","134,970.00","2.58","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"1766","CRRC CORP LTD H","Industrials","Equity","346,874.64","0.01","346,874.64","573,000.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"ATHM","AUTOHOME ADS REPRESENTING INC CLA","Communication","Equity","346,814.24","0.01","346,814.24","13,432.00","25.82","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2610","CHINA AIRLINES LTD","Industrials","Equity","346,816.20","0.01","346,816.20","541,000.00","0.64","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"CPFE3","CPFL ENERGIA SA","Utilities","Equity","345,122.75","0.01","345,122.75","52,871.00","6.53","Brazil","XBSP","USD","5.86","BRL","-"
"4210","SAUDI RESEARCH AND MEDIA GROUP","Communication","Equity","336,898.35","0.01","336,898.35","7,265.00","46.37","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"097950","CJ CHEILJEDANG CORP","Consumer Staples","Equity","336,518.90","0.01","336,518.90","1,961.00","171.61","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"136","CHINA RUYI HOLDINGS LTD","Communication","Equity","335,723.03","0.01","335,723.03","1,284,000.00","0.26","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"601006","DAQIN RAILWAY LTD A","Industrials","Equity","334,903.48","0.01","334,903.48","357,100.00","0.94","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"000895","HENAN SHUANGHUI INVESTMENT & DEVEL","Consumer Staples","Equity","334,337.35","0.01","334,337.35","88,800.00","3.77","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"600438","TONGWEI LTD A","Information Technology","Equity","332,442.77","0.01","332,442.77","140,600.00","2.36","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"ADRO","ALAMTRI RESOURCES INDONESIA","Energy","Equity","330,429.72","0.01","330,429.72","3,088,600.00","0.11","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrials","Equity","327,979.49","0.01","327,979.49","24,000.00","13.67","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","326,556.70","0.01","326,556.70","3,149,345.00","10.37","Sweden","-","USD","9.64","SEK","-"
"PGE","PGE POLSKA GRUPA ENERGETYCZNA SA","Utilities","Equity","326,148.30","0.01","326,148.30","166,457.00","1.96","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.77","PLN","-"
"006800","MIRAE ASSET SECURITIES CO LTD","Financials","Equity","321,404.31","0.01","321,404.31","48,724.00","6.60","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"SISE.E","TURKIYE SISE VE CAM FABRIKALARI A","Industrials","Equity","320,551.04","0.01","320,551.04","344,217.00","0.93","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Health Care","Equity","319,942.30","0.01","319,942.30","450,000.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"NTCO3","NATURA CO HOLDING SA","Consumer Staples","Equity","317,447.15","0.01","317,447.15","199,159.00","1.59","Brazil","XBSP","USD","5.86","BRL","-"
"002460","GANFENG LITHIUM GROUP LTD A","Materials","Equity","317,152.79","0.01","317,152.79","76,100.00","4.17","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","Utilities","Equity","316,651.28","0.01","316,651.28","168,374.00","1.88","Brazil","XBSP","USD","5.86","BRL","-"
"4263","SAL SAUDI LOGISTICS SERVICE CO","Industrials","Equity","314,913.28","0.01","314,913.28","6,616.00","47.60","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"YTL","YTL CORPORATION","Utilities","Equity","312,309.70","0.01","312,309.70","760,500.00","0.41","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"3808","SINOTRUK (HONG KONG) LTD","Industrials","Equity","311,969.50","0.01","311,969.50","132,500.00","2.35","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"9945","RUENTEX DEVELOPMENT LTD","Real Estate","Equity","309,553.25","0.01","309,553.25","311,700.00","0.99","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"2633","TAIWAN HIGH SPEED RAIL CORP","Industrials","Equity","309,150.17","0.01","309,150.17","378,000.00","0.82","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"032640","LG UPLUS CORP","Communication","Equity","308,342.73","0.01","308,342.73","39,381.00","7.83","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"600585","ANHUI CONCH CEMENT LTD A","Materials","Equity","306,786.61","0.01","306,786.61","88,498.00","3.47","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"9910","FENG TAY ENTERPRISES LTD","Consumer Discretionary","Equity","305,775.43","0.01","305,775.43","92,512.00","3.31","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"200596","ANHUI GUJING DISTILLERY LTD B","Consumer Staples","Equity","304,348.59","0.01","304,348.59","19,800.00","15.37","China","Shenzhen Stock Exchange","USD","7.76","HKD","-"
"300015","AIER EYE HOSPITAL GROUP LTD A","Health Care","Equity","304,589.02","0.01","304,589.02","173,942.00","1.75","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"036570","NCSOFT CORP","Communication","Equity","302,959.94","0.01","302,959.94","3,075.00","98.52","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"PGSUS.E","PEGASUS HAVA TASIMACILIGI A","Industrials","Equity","302,305.69","0.01","302,305.69","46,148.00","6.55","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"Q*","QUALITAS CONTROLADORA","Financials","Equity","302,410.52","0.01","302,410.52","33,400.00","9.05","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"2615","WAN HAI LINES LTD","Industrials","Equity","300,959.15","0.01","300,959.15","123,435.00","2.44","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"601169","BANK OF BEIJING LTD A","Financials","Equity","301,447.24","0.01","301,447.24","355,698.00","0.85","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"CXSE3","CAIXA SEGURIDADE PARTICIPACOES SA","Financials","Equity","299,845.96","0.01","299,845.96","111,203.00","2.70","Brazil","XBSP","USD","5.86","BRL","-"
"002142","BANK OF NINGBO LTD A","Financials","Equity","299,310.16","0.01","299,310.16","89,377.00","3.35","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"2607","SHANGHAI PHARMACEUTICALS HOLDING L","Health Care","Equity","299,212.25","0.01","299,212.25","214,700.00","1.39","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"688111","BEIJING KINGSOFT OFFICE SOFTWARE I","Information Technology","Equity","297,576.67","0.01","297,576.67","7,000.00","42.51","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"1044","HENGAN INTERNATIONAL GROUP LTD","Consumer Staples","Equity","297,997.78","0.01","297,997.78","111,500.00","2.67","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"PLN","PLN CASH","Cash and/or Derivatives","Cash","296,819.12","0.01","296,819.12","1,119,498.00","26.51","Poland","-","USD","3.77","PLN","-"
"1548","GENSCRIPT BIOTECH CORP","Health Care","Equity","294,697.25","0.01","294,697.25","220,000.00","1.34","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"8230","AL RAJHI COMPANY FOR COOPERATIVE I","Financials","Equity","289,908.32","0.01","289,908.32","8,130.00","35.66","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"002129","TCL ZHONGHUAN RENEWABLE ENERGY TEC","Information Technology","Equity","285,982.85","0.01","285,982.85","269,525.00","1.06","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"180640","HANJIN KAL","Consumer Discretionary","Equity","286,043.20","0.01","286,043.20","5,042.00","56.73","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"2359","WUXI APPTEC LTD H","Health Care","Equity","285,287.06","0.01","285,287.06","42,636.00","6.69","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"THB","THB CASH","Cash and/or Derivatives","Cash","284,022.76","0.01","284,022.76","9,458,668.00","3.00","Thailand","-","USD","33.30","THB","-"
"2223","SAUDI ARAMCO BASE OIL COMPANY","Materials","Equity","283,834.60","0.01","283,834.60","10,503.00","27.02","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"300433","LENS TECHNOLOGY LTD A","Information Technology","Equity","282,753.39","0.00","282,753.39","108,525.00","2.61","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"9896","MINISO GROUP HOLDING LTD","Consumer Discretionary","Equity","281,076.21","0.00","281,076.21","71,432.00","3.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"552","CHINA COMMUNICATIONS SERVICES CORP","Industrials","Equity","278,558.46","0.00","278,558.46","534,000.00","0.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"300274","SUNGROW POWER SUPPLY LTD A","Industrials","Equity","275,795.78","0.00","275,795.78","36,120.00","7.64","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","274,849.47","0.00","274,849.47","2,133,904.00","12.88","Hong Kong","-","USD","7.76","HKD","-"
"AED","AED CASH","Cash and/or Derivatives","Cash","274,596.27","0.00","274,596.27","1,008,620.00","27.22","United Arab Emirates","-","USD","3.67","AED","Dec 31, 1989"
"1208","MMG LTD","Materials","Equity","273,728.41","0.00","273,728.41","924,000.00","0.30","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"MISC","MISC","Industrials","Equity","272,859.90","0.00","272,859.90","168,200.00","1.62","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"1882","HAITIAN INTERNATIONAL LTD","Industrials","Equity","271,858.22","0.00","271,858.22","123,000.00","2.21","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"177","JIANGSU EXPRESSWAY LTD H","Industrials","Equity","270,959.18","0.00","270,959.18","218,000.00","1.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"2883","CHINA OILFIELD SERVICES LTD H","Energy","Equity","270,992.67","0.00","270,992.67","356,000.00","0.76","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"7202","ARABIAN INTERNET AND COMMUNICATION","Information Technology","Equity","269,260.97","0.00","269,260.97","3,379.00","79.69","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"PETDAG","PETRONAS DAGANGAN","Energy","Equity","266,129.10","0.00","266,129.10","61,800.00","4.31","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"BEM.R","BANGKOK EXPRESSWAY AND METRO PCL N","Industrials","Equity","264,143.68","0.00","264,143.68","1,503,700.00","0.18","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"002230","IFLYTEK LTD A","Information Technology","Equity","264,150.47","0.00","264,150.47","43,700.00","6.04","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"SAR","SAR CASH(COMMITTED)","Cash and/or Derivatives","Cash","262,502.68","0.00","262,502.68","984,963.00","26.65","Saudi Arabia","-","USD","3.75","SAR","-"
"BCE","BCE INC","Communication","Equity","261,497.66","0.00","261,497.66","11,909.00","21.96","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"4004","DALLAH HEALTHCARE","Health Care","Equity","258,488.09","0.00","258,488.09","7,637.00","33.85","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"300498","WENS FOODSTUFF GROUP LTD","Consumer Staples","Equity","258,127.93","0.00","258,127.93","109,360.00","2.36","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"2357","AVICHINA INDUSTRY & TECHNOLOGY LTD","Industrials","Equity","257,615.37","0.00","257,615.37","565,000.00","0.46","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"005940","NH INVESTMENT & SECURITIES LTD","Financials","Equity","254,797.34","0.00","254,797.34","27,473.00","9.27","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"371","BEIJING ENTERPRISES WATER GROUP LT","Utilities","Equity","251,432.91","0.00","251,432.91","810,000.00","0.31","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"601868","CHINA ENERGY ENGINEERING CORP LTD","Industrials","Equity","248,432.91","0.00","248,432.91","802,900.00","0.31","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"390","CHINA RAILWAY GROUP LTD H","Industrials","Equity","246,113.42","0.00","246,113.42","562,000.00","0.44","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","245,388.24","0.00","245,388.24","436,384.00","0.56","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"000596","ANHUI GUJING DISTILLERY LTD A","Consumer Staples","Equity","243,257.12","0.00","243,257.12","10,300.00","23.62","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"688599","TRINA SOLAR LTD A","Information Technology","Equity","243,432.31","0.00","243,432.31","130,068.00","1.87","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","240,301.02","0.00","240,301.02","4,767,692.00","5.04","Mexico","-","USD","19.84","MXN","-"
"6886","HUATAI SECURITIES LTD H","Financials","Equity","240,671.83","0.00","240,671.83","170,800.00","1.41","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"AXIATA","AXIATA GROUP","Communication","Equity","239,334.77","0.00","239,334.77","561,100.00","0.43","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"002027","FOCUS MEDIA INFORMATION TECHNOLOGY","Communication","Equity","239,022.04","0.00","239,022.04","243,150.00","0.98","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"002459","JA SOLAR TECHNOLOGY LTD A","Information Technology","Equity","238,149.34","0.00","238,149.34","179,324.00","1.33","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"011790","SKC LTD","Materials","Equity","238,307.62","0.00","238,307.62","3,454.00","68.99","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"SIME","SIME DARBY","Industrials","Equity","237,767.44","0.00","237,767.44","511,200.00","0.47","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"300413","MANGO EXCELLENT MEDIA LTD A","Communication","Equity","237,815.72","0.00","237,815.72","61,400.00","3.87","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"656","FOSUN INTERNATIONAL LTD","Industrials","Equity","233,130.26","0.00","233,130.26","452,500.00","0.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"772","CHINA LITERATURE LTD","Communication","Equity","232,123.03","0.00","232,123.03","71,800.00","3.23","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"2350","SAUDI KAYAN PETROCHEMICAL","Materials","Equity","231,703.09","0.00","231,703.09","145,384.00","1.59","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"6818","CHINA EVERBRIGHT BANK LTD H","Financials","Equity","231,097.77","0.00","231,097.77","566,000.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"881","ZHONGSHENG GROUP HOLDINGS LTD","Consumer Discretionary","Equity","228,988.01","0.00","228,988.01","156,500.00","1.46","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"TRY","TRY CASH","Cash and/or Derivatives","Cash","228,510.78","0.00","228,510.78","8,696,320.00","2.63","Turkey","-","USD","38.06","TRY","-"
"921","HISENSE HOME APPLIANCES GROUP LTD","Consumer Discretionary","Equity","228,675.92","0.00","228,675.92","72,466.00","3.16","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","Jan 01, 1998"
"BRES","BARWA REAL ESTATE","Real Estate","Equity","227,502.75","0.00","227,502.75","298,500.00","0.76","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"2382","ADES HOLDING CO","Energy","Equity","227,744.79","0.00","227,744.79","56,220.00","4.05","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"601857","PETROCHINA LTD A","Energy","Equity","226,551.07","0.00","226,551.07","207,100.00","1.09","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"000063","ZTE CORP A","Information Technology","Equity","222,979.19","0.00","222,979.19","52,200.00","4.27","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"600048","POLY DEVELOPMENTS AND HOLDINGS GRO","Real Estate","Equity","220,805.04","0.00","220,805.04","175,300.00","1.26","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
