iShares MSCI ACWI ex U.S. ETF
Fund Holdings as of,"Apr 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"104,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"7911","TOPPAN HOLDINGS INC","Industrials","Equity","1,434,747.57","0.03","1,434,747.57","52,200.00","27.49","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"AM","DASSAULT AVIATION SA","Industrials","Equity","1,433,196.31","0.03","1,433,196.31","4,159.00","344.60","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"BDO","BDO UNIBANK INC","Financials","Equity","1,422,778.30","0.03","1,422,778.30","501,684.00","2.84","Philippines","Philippine Stock Exchange Inc.","USD","56.77","PHP","-"
"GPT","GPT GROUP STAPLED UNITS","Real Estate","Equity","1,421,430.71","0.03","1,421,430.71","499,440.00","2.85","Australia","Asx - All Markets","USD","1.57","AUD","-"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","1,420,451.91","0.03","1,420,451.91","292,150.00","4.86","Singapore","Singapore Exchange","USD","1.31","SGD","-"
"NHY","NORSK HYDRO","Materials","Equity","1,414,395.17","0.02","1,414,395.17","281,012.00","5.03","Norway","Oslo Bors Asa","USD","10.50","NOK","-"
"FORTUM","FORTUM","Utilities","Equity","1,409,267.77","0.02","1,409,267.77","91,698.00","15.37","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"DNP","DINO POLSKA SA","Consumer Staples","Equity","1,405,225.25","0.02","1,405,225.25","10,429.00","134.74","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.77","PLN","-"
"RED","REDEIA CORPORACION SA","Utilities","Equity","1,405,340.82","0.02","1,405,340.82","64,486.00","21.79","Spain","Bolsa De Madrid","USD","0.88","EUR","-"
"9901","NEW ORIENTAL EDUCATION & TECHNOLOG","Consumer Discretionary","Equity","1,402,407.75","0.02","1,402,407.75","308,010.00","4.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"VEDL","VEDANTA LTD","Materials","Equity","1,394,662.50","0.02","1,394,662.50","297,623.00","4.69","India","National Stock Exchange Of India","USD","85.37","INR","-"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","1,394,726.90","0.02","1,394,726.90","58,681.00","23.77","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.88","EUR","-"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","1,393,699.52","0.02","1,393,699.52","5,875.00","237.23","Germany","Xetra","USD","0.88","EUR","-"
"MLPFT","CASH COLLATERAL USD MLPFT","Cash and/or Derivatives","Cash Collateral and Margins","1,383,000.00","0.02","1,383,000.00","1,383,000.00","100.00","United States","-","USD","1.00","USD","Sep 30, 2015"
"WTB","WHITBREAD PLC","Consumer Discretionary","Equity","1,381,242.82","0.02","1,381,242.82","41,141.00","33.57","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"DCC","DCC PLC","Industrials","Equity","1,378,489.50","0.02","1,378,489.50","20,917.00","65.90","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"6920","LASERTEC CORP","Information Technology","Equity","1,377,028.55","0.02","1,377,028.55","15,800.00","87.15","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"7701","SHIMADZU CORP","Information Technology","Equity","1,377,250.74","0.02","1,377,250.74","53,900.00","25.55","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"3045","TAIWAN MOBILE LTD","Communication","Equity","1,372,986.10","0.02","1,372,986.10","390,000.00","3.52","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"UNI","UNIPOL GRUPPO FINANZIARIO","Financials","Equity","1,372,360.10","0.02","1,372,360.10","83,442.00","16.45","Italy","Borsa Italiana","USD","0.88","EUR","-"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Real Estate","Equity","1,370,599.83","0.02","1,370,599.83","740,000.00","1.85","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"TFII","TFI INTERNATIONAL INC","Industrials","Equity","1,368,724.10","0.02","1,368,724.10","17,668.00","77.47","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"4013","DR SULAIMAN AL HABIB MEDICAL GRP","Health Care","Equity","1,366,866.37","0.02","1,366,866.37","18,059.00","75.69","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"4911","SHISEIDO LTD","Consumer Staples","Equity","1,363,574.04","0.02","1,363,574.04","84,500.00","16.14","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"BAJAJ.AUTO","BAJAJ AUTO","Consumer Discretionary","Equity","1,363,894.71","0.02","1,363,894.71","14,522.00","93.92","India","National Stock Exchange Of India","USD","85.37","INR","-"
"1801","INNOVENT BIOLOGICS INC","Health Care","Equity","1,363,232.40","0.02","1,363,232.40","224,000.00","6.09","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"IVN","IVANHOE MINES LTD CLASS A","Materials","Equity","1,362,551.18","0.02","1,362,551.18","151,867.00","8.97","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"8473","SBI HOLDINGS INC","Financials","Equity","1,357,404.02","0.02","1,357,404.02","54,000.00","25.14","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","Information Technology","Equity","1,356,168.46","0.02","1,356,168.46","684,300.00","1.98","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"BSL","BLUESCOPE STEEL LTD","Materials","Equity","1,353,247.48","0.02","1,353,247.48","98,353.00","13.76","Australia","Asx - All Markets","USD","1.57","AUD","-"
"1140","BANK ALBILAD","Financials","Equity","1,353,706.07","0.02","1,353,706.07","174,549.00","7.76","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"KESKOB","KESKO CLASS B","Consumer Staples","Equity","1,350,558.20","0.02","1,350,558.20","60,430.00","22.35","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"267","CITIC LTD","Industrials","Equity","1,343,072.42","0.02","1,343,072.42","1,169,000.00","1.15","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrials","Equity","1,342,662.00","0.02","1,342,662.00","32,700.00","41.06","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"METSO","METSO CORPORATION","Industrials","Equity","1,341,548.40","0.02","1,341,548.40","136,829.00","9.80","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"TIH","TOROMONT INDUSTRIES LTD","Industrials","Equity","1,336,517.42","0.02","1,336,517.42","16,430.00","81.35","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"MNDI","MONDI PLC","Materials","Equity","1,335,172.44","0.02","1,335,172.44","91,059.00","14.66","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"9005","TOKYU CORP","Industrials","Equity","1,334,158.35","0.02","1,334,158.35","107,200.00","12.45","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"2269","MEIJI HOLDINGS LTD","Consumer Staples","Equity","1,331,396.15","0.02","1,331,396.15","54,380.00","24.48","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"AKRBP","AKER BP","Energy","Equity","1,331,005.78","0.02","1,331,005.78","63,457.00","20.97","Norway","Oslo Bors Asa","USD","10.50","NOK","-"
"2280","ALMARAI","Consumer Staples","Equity","1,328,744.47","0.02","1,328,744.47","94,966.00","13.99","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"8069","E INK HOLDINGS INC","Information Technology","Equity","1,327,204.53","0.02","1,327,204.53","191,000.00","6.95","Taiwan","Gretai Securities Market","USD","32.52","TWD","-"
"NAUKRI","INFO EDGE INDIA LTD","Communication","Equity","1,326,527.98","0.02","1,326,527.98","16,816.00","78.88","India","National Stock Exchange Of India","USD","85.37","INR","-"
"002594","BYD LTD A","Consumer Discretionary","Equity","1,326,141.30","0.02","1,326,141.30","27,700.00","47.88","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"7203","AL-ELM INFORMATION SECURITY COMPAN","Information Technology","Equity","1,323,601.09","0.02","1,323,601.09","5,040.00","262.62","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"788","CHINA TOWER CORP LTD H","Communication","Equity","1,321,017.79","0.02","1,321,017.79","937,500.00","1.41","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"2267","YAKULT HONSHA LTD","Consumer Staples","Equity","1,317,370.27","0.02","1,317,370.27","63,200.00","20.84","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"7020","ETIHAD ETISALAT","Communication","Equity","1,315,582.59","0.02","1,315,582.59","79,490.00","16.55","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"7735","SCREEN HOLDINGS LTD","Information Technology","Equity","1,312,979.89","0.02","1,312,979.89","19,500.00","67.33","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"SIGN","SIG GROUP N AG","Materials","Equity","1,312,458.89","0.02","1,312,458.89","70,199.00","18.70","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"DLF","DLF LTD","Real Estate","Equity","1,309,431.36","0.02","1,309,431.36","166,997.00","7.84","India","National Stock Exchange Of India","USD","85.37","INR","-"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Equity","1,308,550.13","0.02","1,308,550.13","220,500.00","5.93","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"6586","MAKITA CORP","Industrials","Equity","1,307,978.48","0.02","1,307,978.48","44,900.00","29.13","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Materials","Equity","1,304,532.20","0.02","1,304,532.20","280,300.00","4.65","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"LEG","LEG IMMOBILIEN N","Real Estate","Equity","1,303,602.77","0.02","1,303,602.77","15,594.00","83.60","Germany","Xetra","USD","0.88","EUR","-"
"SUZB3","SUZANO SA","Materials","Equity","1,301,648.73","0.02","1,301,648.73","147,131.00","8.85","Brazil","XBSP","USD","5.86","BRL","-"
"IMP","IMPALA PLATINUM LTD","Materials","Equity","1,301,442.97","0.02","1,301,442.97","194,341.00","6.70","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Information Technology","Equity","1,300,948.22","0.02","1,300,948.22","22,966.00","56.65","India","National Stock Exchange Of India","USD","85.37","INR","-"
"RENT3","LOCALIZA RENT A CAR SA","Industrials","Equity","1,300,052.26","0.02","1,300,052.26","189,265.00","6.87","Brazil","XBSP","USD","5.86","BRL","-"
"5411","JFE HOLDINGS INC","Materials","Equity","1,296,501.20","0.02","1,296,501.20","113,400.00","11.43","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"SUZLON","SUZLON ENERGY LTD","Industrials","Equity","1,294,013.16","0.02","1,294,013.16","2,006,020.00","0.65","India","National Stock Exchange Of India","USD","85.37","INR","-"
"7550","ZENSHO HOLDINGS LTD","Consumer Discretionary","Equity","1,292,455.35","0.02","1,292,455.35","21,000.00","61.55","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"EUROB","EUROBANK HOLDINGS SA","Financials","Equity","1,290,607.22","0.02","1,290,607.22","492,869.00","2.62","Greece","Athens Exchange S.A. Cash Market","USD","0.88","EUR","-"
"4204","SEKISUI CHEMICAL LTD","Industrials","Equity","1,289,625.23","0.02","1,289,625.23","75,400.00","17.10","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"6690","HAIER SMART HOME CLASS H LTD H","Consumer Discretionary","Equity","1,287,751.00","0.02","1,287,751.00","461,800.00","2.79","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"2301","LITE ON TECHNOLOGY CORP","Information Technology","Equity","1,286,665.23","0.02","1,286,665.23","475,000.00","2.71","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Consumer Staples","Equity","1,285,909.16","0.02","1,285,909.16","88,582.00","14.52","India","National Stock Exchange Of India","USD","85.37","INR","-"
"ORNBV","ORION CLASS B","Health Care","Equity","1,285,245.13","0.02","1,285,245.13","23,071.00","55.71","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"SGH","SGH LTD","Industrials","Equity","1,279,540.65","0.02","1,279,540.65","41,955.00","30.50","Australia","Asx - All Markets","USD","1.57","AUD","-"
"MNG","M&G PLC","Financials","Equity","1,275,230.48","0.02","1,275,230.48","492,280.00","2.59","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"2020","SABIC AGRI-NUTRIENTS","Materials","Equity","1,271,517.30","0.02","1,271,517.30","46,052.00","27.61","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"1878","DAITO TRUST CONSTRUCTION LTD","Real Estate","Equity","1,271,987.06","0.02","1,271,987.06","11,600.00","109.65","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"VCX","VICINITY CENTRES","Real Estate","Equity","1,270,896.60","0.02","1,270,896.60","883,216.00","1.44","Australia","Asx - All Markets","USD","1.57","AUD","-"
"1050","BANQUE SAUDI FRANSI","Financials","Equity","1,269,674.82","0.02","1,269,674.82","273,483.00","4.64","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"2207","HOTAI MOTOR LTD","Consumer Discretionary","Equity","1,269,128.03","0.02","1,269,128.03","70,080.00","18.11","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"DIM","SARTORIUS STEDIM BIOTECH SA","Health Care","Equity","1,268,599.76","0.02","1,268,599.76","5,972.00","212.42","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","1,265,498.74","0.02","1,265,498.74","773.00","1,637.13","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.58","DKK","-"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","1,264,758.33","0.02","1,264,758.33","19,000.00","66.57","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"3003","HULIC LTD","Real Estate","Equity","1,264,534.88","0.02","1,264,534.88","122,300.00","10.34","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"SKF B","SKF B","Industrials","Equity","1,261,362.23","0.02","1,261,362.23","70,053.00","18.01","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumer Discretionary","Equity","1,257,189.89","0.02","1,257,189.89","32,818.00","38.31","Germany","Xetra","USD","0.88","EUR","Jan 02, 1990"
"601318","PING AN INSURANCE (GROUP) OF CHINA","Financials","Equity","1,253,354.46","0.02","1,253,354.46","182,506.00","6.87","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"DIXON","DIXON TECHNOLOGIES (INDIA) LTD","Consumer Discretionary","Equity","1,243,304.05","0.02","1,243,304.05","6,927.00","179.49","India","National Stock Exchange Of India","USD","85.37","INR","-"
"064350","HYUNDAI-ROTEM","Industrials","Equity","1,243,619.72","0.02","1,243,619.72","15,358.00","80.98","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"3088","MATSUKIYOKARA","Consumer Staples","Equity","1,240,435.94","0.02","1,240,435.94","69,400.00","17.87","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"JBSS3","JBS SA","Consumer Staples","Equity","1,238,778.51","0.02","1,238,778.51","166,679.00","7.43","Brazil","XBSP","USD","5.86","BRL","-"
"7752","RICOH LTD","Information Technology","Equity","1,238,524.82","0.02","1,238,524.82","119,500.00","10.36","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"IFT","INFRATIL LTD","Financials","Equity","1,233,416.53","0.02","1,233,416.53","194,733.00","6.33","New Zealand","New Zealand Exchange Ltd","USD","1.68","NZD","-"
"2688","ENN ENERGY HOLDINGS LTD","Utilities","Equity","1,232,291.76","0.02","1,232,291.76","157,100.00","7.84","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumer Discretionary","Equity","1,230,663.17","0.02","1,230,663.17","11,637.00","105.75","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"9602","TOHO (TOKYO) LTD","Communication","Equity","1,229,780.62","0.02","1,229,780.62","22,100.00","55.65","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"DIB","DB ISLAMIC BANK","Financials","Equity","1,225,101.20","0.02","1,225,101.20","604,016.00","2.03","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","1,224,420.75","0.02","1,224,420.75","327,739.00","3.74","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"SPL","SANTANDER BANK POLSKA SA","Financials","Equity","1,224,901.36","0.02","1,224,901.36","8,043.00","152.29","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.77","PLN","-"
"RXL","REXEL SA","Industrials","Equity","1,222,925.91","0.02","1,222,925.91","48,730.00","25.10","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"PIDILITIND","PIDILITE INDUSTRIES LTD","Materials","Equity","1,215,621.52","0.02","1,215,621.52","34,202.00","35.54","India","National Stock Exchange Of India","USD","85.37","INR","-"
"GET","GETLINK","Industrials","Equity","1,206,287.83","0.02","1,206,287.83","65,441.00","18.43","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","1,204,802.95","0.02","1,204,802.95","21,949.00","54.89","Italy","Borsa Italiana","USD","0.88","EUR","-"
"1101","TAIWAN CEMENT LTD","Materials","Equity","1,200,705.03","0.02","1,200,705.03","1,330,553.00","0.90","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","1,201,034.88","0.02","1,201,034.88","195,660.00","6.14","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"CLS","CLICKS GROUP LTD","Consumer Staples","Equity","1,198,277.50","0.02","1,198,277.50","59,325.00","20.20","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"9926","AKESO INC","Health Care","Equity","1,196,615.10","0.02","1,196,615.10","112,000.00","10.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"2888","SHIN KONG FINANCIAL HOLDING LTD","Financials","Equity","1,194,493.91","0.02","1,194,493.91","3,468,725.00","0.34","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"3626","TIS INC","Information Technology","Equity","1,194,070.45","0.02","1,194,070.45","41,900.00","28.50","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"291","CHINA RESOURCES BEER HOLDINGS LTD","Consumer Staples","Equity","1,193,060.19","0.02","1,193,060.19","332,000.00","3.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","1,192,082.69","0.02","1,192,082.69","41,200.00","28.93","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"P911","DR ING HC F PORSCHE PRF AG","Consumer Discretionary","Equity","1,192,271.53","0.02","1,192,271.53","24,081.00","49.51","Germany","Xetra","USD","0.88","EUR","-"
"2887","TAISHIN FINANCIAL HOLDING LTD","Financials","Equity","1,191,906.48","0.02","1,191,906.48","2,477,033.00","0.48","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"402340","SK SQUARE LTD","Industrials","Equity","1,188,707.14","0.02","1,188,707.14","20,620.00","57.65","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"TEP","TELEPERFORMANCE","Industrials","Equity","1,183,644.90","0.02","1,183,644.90","11,717.00","101.02","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Equity","1,181,149.00","0.02","1,181,149.00","51,232.00","23.05","Australia","Asx - All Markets","USD","1.57","AUD","-"
"INDUSINDBK","INDUSIND BANK LTD","Financials","Equity","1,180,471.07","0.02","1,180,471.07","126,813.00","9.31","India","National Stock Exchange Of India","USD","85.37","INR","-"
"1093","CSPC PHARMACEUTICAL GROUP LTD","Health Care","Equity","1,179,445.59","0.02","1,179,445.59","1,646,960.00","0.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"LAND","LAND SECURITIES GROUP REIT PLC","Real Estate","Equity","1,175,775.97","0.02","1,175,775.97","154,117.00","7.63","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","1,175,374.70","0.02","1,175,374.70","724.00","1,623.45","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.58","DKK","-"
"DKK","DKK CASH","Cash and/or Derivatives","Cash","1,173,355.29","0.02","1,173,355.29","7,719,035.00","15.20","Denmark","-","USD","6.58","DKK","-"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","1,171,949.09","0.02","1,171,949.09","27,900.00","42.01","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Equity","1,170,870.31","0.02","1,170,870.31","1,886,000.00","0.62","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrials","Equity","1,171,034.92","0.02","1,171,034.92","4,540.00","257.94","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"SPX","SPIRAX GROUP PLC","Industrials","Equity","1,169,915.84","0.02","1,169,915.84","15,125.00","77.35","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"EVK","EVONIK INDUSTRIES AG","Materials","Equity","1,163,319.10","0.02","1,163,319.10","54,720.00","21.26","Germany","Xetra","USD","0.88","EUR","-"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Health Care","Equity","1,157,962.48","0.02","1,157,962.48","42,462.00","27.27","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"SW","SODEXO SA","Consumer Discretionary","Equity","1,156,525.71","0.02","1,156,525.71","18,442.00","62.71","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"INDUSTOWER","INDUS TOWERS LTD","Communication","Equity","1,156,834.08","0.02","1,156,834.08","248,204.00","4.66","India","National Stock Exchange Of India","USD","85.37","INR","-"
"NED","NEDBANK GROUP LTD","Financials","Equity","1,152,537.82","0.02","1,152,537.82","90,048.00","12.80","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"CHILE","BANCO DE CHILE","Financials","Equity","1,152,627.92","0.02","1,152,627.92","8,203,066.00","0.14","Chile","Santiago Stock Exchange","USD","970.03","CLP","-"
"BIM","BIOMERIEUX SA","Health Care","Equity","1,150,656.03","0.02","1,150,656.03","8,916.00","129.05","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","1,149,159.78","0.02","1,149,159.78","338,151.00","3.40","United Kingdom","London Stock Exchange","USD","0.76","GBP","Jan 02, 1985"
"2395","ADVANTECH LTD","Information Technology","Equity","1,149,201.82","0.02","1,149,201.82","115,360.00","9.96","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"BEIJ B","BEIJER REF CLASS B","Industrials","Equity","1,147,391.06","0.02","1,147,391.06","80,859.00","14.19","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"1378","CHINA HONGQIAO GROUP LTD","Materials","Equity","1,147,732.45","0.02","1,147,732.45","671,000.00","1.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","1,140,461.74","0.02","1,140,461.74","326,337.00","3.49","India","National Stock Exchange Of India","USD","85.37","INR","-"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Equity","1,139,449.02","0.02","1,139,449.02","167,600.00","6.80","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","1,139,497.57","0.02","1,139,497.57","27,770.00","41.03","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"ASII","ASTRA INTERNATIONAL","Industrials","Equity","1,136,922.73","0.02","1,136,922.73","4,027,100.00","0.28","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"IQCD","INDUSTRIES QATAR","Industrials","Equity","1,135,926.15","0.02","1,135,926.15","329,030.00","3.45","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"2327","YAGEO CORP","Information Technology","Equity","1,134,814.01","0.02","1,134,814.01","80,763.00","14.05","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"UNITDSPR","UNITED SPIRITS LTD","Consumer Staples","Equity","1,133,808.62","0.02","1,133,808.62","63,773.00","17.78","India","National Stock Exchange Of India","USD","85.37","INR","-"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Consumer Staples","Equity","1,133,624.15","0.02","1,133,624.15","94,042.00","12.05","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Industrials","Equity","1,131,394.79","0.02","1,131,394.79","998,100.00","1.13","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"LUPIN","LUPIN LTD","Health Care","Equity","1,131,714.87","0.02","1,131,714.87","49,874.00","22.69","India","National Stock Exchange Of India","USD","85.37","INR","-"
"7201","NISSAN MOTOR LTD","Consumer Discretionary","Equity","1,130,851.92","0.02","1,130,851.92","509,600.00","2.22","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"066570","LG ELECTRONICS INC","Consumer Discretionary","Equity","1,129,435.22","0.02","1,129,435.22","22,993.00","49.12","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"CEN","CONTACT ENERGY LTD","Utilities","Equity","1,126,854.30","0.02","1,126,854.30","207,821.00","5.42","New Zealand","New Zealand Exchange Ltd","USD","1.68","NZD","-"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Materials","Equity","1,125,616.35","0.02","1,125,616.35","32,114.00","35.05","Chile","Santiago Stock Exchange","USD","970.03","CLP","-"
"HIK","HIKMA PHARMACEUTICALS PLC","Health Care","Equity","1,125,125.93","0.02","1,125,125.93","45,104.00","24.95","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"2382","SUNNY OPTICAL TECHNOLOGY LTD","Information Technology","Equity","1,123,667.87","0.02","1,123,667.87","142,900.00","7.86","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","1,120,080.51","0.02","1,120,080.51","25,352.00","44.18","India","National Stock Exchange Of India","USD","85.37","INR","-"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","1,115,114.31","0.02","1,115,114.31","38,855.00","28.70","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"7912","DAI NIPPON PRINTING LTD","Industrials","Equity","1,114,801.01","0.02","1,114,801.01","82,000.00","13.60","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
